Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
35598,23-01-2024 13:00,01-23-2024 05:00,23-01-2024 07:30,Bangalore,518,SHOPLIFTING,47,F,Explosives,Other Crime,6,Yes,14-03-2024 13:00
35599,24-01-2024 01:00,01-23-2024 06:00,23-01-2024 21:26,Mumbai,287,DOMESTIC VIOLENCE,38,F,None,Violent Crime,1,No,
35600,25-01-2024 00:00,01-23-2024 07:00,23-01-2024 09:41,Chennai,599,BURGLARY,31,F,Explosives,Other Crime,19,Yes,25-05-2024 00:00
35601,26-01-2024 07:00,01-23-2024 08:00,24-01-2024 06:00,Hyderabad,366,ARSON,58,F,Knife,Fire Accident,5,No,
35602,24-01-2024 22:00,01-23-2024 09:00,23-01-2024 23:09,Bhopal,447,IDENTITY THEFT,39,F,None,Violent Crime,4,Yes,30-03-2024 22:00
35603,25-01-2024 09:00,01-23-2024 10:00,23-01-2024 18:15,Kolkata,401,ASSAULT,47,F,Firearm,Violent Crime,3,No,
35604,24-01-2024 13:00,01-23-2024 11:00,24-01-2024 02:32,Pune,335,SHOPLIFTING,37,M,Firearm,Other Crime,18,No,
35605,24-01-2024 01:00,01-23-2024 12:00,23-01-2024 16:27,Mumbai,489,ILLEGAL POSSESSION,18,M,Blunt Object,Other Crime,11,Yes,09-04-2024 01:00
35606,24-01-2024 08:00,01-23-2024 13:00,24-01-2024 11:25,Chennai,253,ARSON,36,F,Other,Fire Accident,2,No,
35607,24-01-2024 11:00,01-23-2024 14:00,23-01-2024 15:08,Patna,109,EXTORTION,22,F,None,Other Crime,4,Yes,02-04-2024 11:00
35608,24-01-2024 23:00,01-23-2024 15:00,23-01-2024 19:23,Mumbai,174,ARSON,15,F,Poison,Fire Accident,12,Yes,03-04-2024 23:00
35609,25-01-2024 14:00,01-23-2024 16:00,24-01-2024 07:00,Mumbai,516,DRUG OFFENSE,66,M,Knife,Other Crime,6,No,
35610,24-01-2024 16:00,01-23-2024 17:00,24-01-2024 06:14,Agra,543,BURGLARY,57,F,None,Other Crime,9,No,
35611,26-01-2024 12:00,01-23-2024 18:00,23-01-2024 21:46,Nashik,298,FRAUD,42,M,None,Other Crime,14,Yes,05-02-2024 12:00
35612,25-01-2024 20:00,01-23-2024 19:00,24-01-2024 12:41,Ahmedabad,355,DOMESTIC VIOLENCE,48,F,Knife,Violent Crime,9,Yes,08-02-2024 20:00
35613,25-01-2024 02:00,01-23-2024 20:00,23-01-2024 20:28,Pune,574,ASSAULT,62,F,Blunt Object,Violent Crime,10,Yes,10-03-2024 02:00
35614,24-01-2024 14:00,01-23-2024 21:00,24-01-2024 20:43,Delhi,496,KIDNAPPING,76,F,None,Other Crime,4,No,
35615,25-01-2024 08:00,01-23-2024 22:00,24-01-2024 05:14,Pune,202,CYBERCRIME,50,F,Other,Other Crime,7,Yes,06-03-2024 08:00
35616,26-01-2024 16:00,01-23-2024 23:00,24-01-2024 16:48,Mumbai,269,EXTORTION,44,F,Knife,Other Crime,14,Yes,02-04-2024 16:00
35617,24-01-2024 12:00,01-24-2024 00:00,24-01-2024 02:41,Ahmedabad,341,DOMESTIC VIOLENCE,34,M,Other,Violent Crime,13,Yes,04-02-2024 12:00
35618,26-01-2024 02:00,01-24-2024 01:00,24-01-2024 19:17,Nashik,180,BURGLARY,64,M,None,Other Crime,8,No,
35619,24-01-2024 17:00,01-24-2024 02:00,24-01-2024 20:36,Bangalore,567,KIDNAPPING,38,F,Explosives,Other Crime,6,No,
35620,25-01-2024 03:00,01-24-2024 03:00,25-01-2024 01:47,Bangalore,478,TRAFFIC VIOLATION,45,F,Blunt Object,Traffic Fatality,19,Yes,01-02-2024 03:00
35621,26-01-2024 05:00,01-24-2024 04:00,24-01-2024 07:25,Surat,475,ILLEGAL POSSESSION,47,F,Explosives,Other Crime,11,No,
35622,24-01-2024 17:00,01-24-2024 05:00,25-01-2024 01:45,Ahmedabad,245,VEHICLE - STOLEN,11,F,Explosives,Violent Crime,9,Yes,30-03-2024 17:00
35623,26-01-2024 13:00,01-24-2024 06:00,24-01-2024 11:28,Bangalore,353,SHOPLIFTING,28,F,Blunt Object,Other Crime,7,Yes,20-04-2024 13:00
35624,26-01-2024 21:00,01-24-2024 07:00,24-01-2024 13:17,Surat,514,DRUG OFFENSE,60,F,Firearm,Other Crime,1,No,
35625,25-01-2024 01:00,01-24-2024 08:00,25-01-2024 06:45,Delhi,138,BURGLARY,29,F,None,Other Crime,2,No,
35626,24-01-2024 19:00,01-24-2024 09:00,24-01-2024 10:46,Ahmedabad,244,DRUG OFFENSE,41,F,Explosives,Other Crime,17,No,
35627,24-01-2024 12:00,01-24-2024 10:00,25-01-2024 05:45,Chennai,386,IDENTITY THEFT,56,M,Explosives,Violent Crime,8,Yes,30-03-2024 12:00
35628,25-01-2024 14:00,01-24-2024 11:00,25-01-2024 06:41,Delhi,386,SEXUAL ASSAULT,25,F,Poison,Violent Crime,9,Yes,15-03-2025 14:00
35629,26-01-2024 07:00,01-24-2024 12:00,25-01-2024 10:11,Kolkata,226,TRAFFIC VIOLATION,70,F,Knife,Traffic Fatality,9,No,
35630,25-01-2024 20:00,01-24-2024 13:00,24-01-2024 18:34,Hyderabad,113,ROBBERY,74,M,Firearm,Violent Crime,3,No,
35631,26-01-2024 19:00,01-24-2024 14:00,25-01-2024 01:24,Visakhapatnam,249,SHOPLIFTING,41,F,Blunt Object,Other Crime,1,Yes,28-02-2024 19:00
35632,26-01-2024 22:00,01-24-2024 15:00,24-01-2024 15:45,Rajkot,253,ILLEGAL POSSESSION,40,M,Knife,Other Crime,8,Yes,17-03-2024 22:00
35633,27-01-2024 13:00,01-24-2024 16:00,24-01-2024 18:10,Ludhiana,109,DOMESTIC VIOLENCE,47,F,Firearm,Violent Crime,11,No,
35634,25-01-2024 10:00,01-24-2024 17:00,24-01-2024 19:46,Mumbai,331,ARSON,15,F,Other,Fire Accident,11,No,
35635,26-01-2024 15:00,01-24-2024 18:00,24-01-2024 21:34,Pune,253,BURGLARY,75,M,Poison,Other Crime,18,No,
35636,26-01-2024 16:00,01-24-2024 19:00,24-01-2024 19:03,Kanpur,462,VEHICLE - STOLEN,79,F,Blunt Object,Violent Crime,1,No,
35637,25-01-2024 01:00,01-24-2024 20:00,25-01-2024 18:21,Indore,505,IDENTITY THEFT,79,F,Explosives,Violent Crime,6,No,
35638,27-01-2024 11:00,01-24-2024 21:00,25-01-2024 16:26,Nagpur,128,ASSAULT,63,F,Knife,Violent Crime,12,Yes,19-03-2024 11:00
35639,25-01-2024 15:00,01-24-2024 22:00,25-01-2024 04:10,Bangalore,575,DOMESTIC VIOLENCE,30,F,Poison,Violent Crime,12,No,
35640,27-01-2024 06:00,01-24-2024 23:00,25-01-2024 04:18,Mumbai,182,VANDALISM,66,F,Explosives,Other Crime,13,No,
35641,27-01-2024 17:00,01-25-2024 00:00,25-01-2024 11:30,Jaipur,388,SEXUAL ASSAULT,77,F,Firearm,Violent Crime,14,Yes,23-01-2025 17:00
35642,28-01-2024 00:00,01-25-2024 01:00,25-01-2024 04:33,Delhi,405,DOMESTIC VIOLENCE,12,F,Other,Violent Crime,7,No,
35643,25-01-2024 22:00,01-25-2024 02:00,25-01-2024 13:01,Patna,376,FIREARM OFFENSE,55,M,None,Fire Accident,4,No,
35644,27-01-2024 09:00,01-25-2024 03:00,25-01-2024 22:31,Delhi,330,HOMICIDE,59,M,Other,Other Crime,7,Yes,18-08-2024 09:00
35645,26-01-2024 04:00,01-25-2024 04:00,26-01-2024 02:20,Delhi,545,ILLEGAL POSSESSION,23,F,Firearm,Other Crime,1,Yes,04-03-2024 04:00
35646,26-01-2024 10:00,01-25-2024 05:00,26-01-2024 01:25,Delhi,378,VEHICLE - STOLEN,13,F,Explosives,Violent Crime,9,No,
35647,26-01-2024 21:00,01-25-2024 06:00,25-01-2024 12:00,Jaipur,577,PUBLIC INTOXICATION,60,M,Firearm,Other Crime,13,No,
35648,27-01-2024 01:00,01-25-2024 07:00,25-01-2024 09:37,Nagpur,294,FRAUD,60,M,Firearm,Other Crime,4,No,
35649,28-01-2024 02:00,01-25-2024 08:00,25-01-2024 17:01,Delhi,107,SHOPLIFTING,79,M,Blunt Object,Other Crime,3,No,
35650,26-01-2024 22:00,01-25-2024 09:00,25-01-2024 17:32,Chennai,321,BURGLARY,10,M,Poison,Other Crime,5,No,
35651,26-01-2024 21:00,01-25-2024 10:00,25-01-2024 19:38,Hyderabad,192,COUNTERFEITING,16,F,Firearm,Other Crime,9,No,
35652,26-01-2024 02:00,01-25-2024 11:00,26-01-2024 05:54,Ahmedabad,152,EXTORTION,22,M,Other,Other Crime,10,No,
35653,26-01-2024 10:00,01-25-2024 12:00,25-01-2024 23:55,Surat,428,VANDALISM,45,F,Explosives,Other Crime,7,Yes,01-04-2024 10:00
35654,28-01-2024 00:00,01-25-2024 13:00,25-01-2024 14:45,Lucknow,299,FRAUD,21,F,Poison,Other Crime,19,Yes,03-04-2024 00:00
35655,25-01-2024 21:00,01-25-2024 14:00,26-01-2024 02:48,Nagpur,166,ILLEGAL POSSESSION,63,F,None,Other Crime,6,Yes,22-04-2024 21:00
35656,26-01-2024 17:00,01-25-2024 15:00,26-01-2024 11:49,Kanpur,461,VANDALISM,15,F,Blunt Object,Other Crime,19,Yes,12-03-2024 17:00
35657,27-01-2024 19:00,01-25-2024 16:00,26-01-2024 07:58,Nagpur,521,FIREARM OFFENSE,49,F,Knife,Fire Accident,6,No,
35658,27-01-2024 20:00,01-25-2024 17:00,26-01-2024 13:04,Bangalore,535,DRUG OFFENSE,61,F,Blunt Object,Other Crime,15,Yes,12-04-2024 20:00
35659,27-01-2024 21:00,01-25-2024 18:00,25-01-2024 19:13,Visakhapatnam,382,SHOPLIFTING,37,M,Firearm,Other Crime,3,No,
35660,26-01-2024 05:00,01-25-2024 19:00,25-01-2024 19:30,Bangalore,357,ROBBERY,11,M,Explosives,Violent Crime,5,Yes,30-05-2024 05:00
35661,28-01-2024 14:00,01-25-2024 20:00,26-01-2024 14:31,Delhi,100,ASSAULT,67,M,Firearm,Violent Crime,16,Yes,22-02-2024 14:00
35662,28-01-2024 05:00,01-25-2024 21:00,26-01-2024 00:35,Delhi,152,BURGLARY,60,F,None,Other Crime,9,No,
35663,28-01-2024 02:00,01-25-2024 22:00,26-01-2024 09:17,Delhi,248,EXTORTION,28,F,Knife,Other Crime,8,Yes,02-03-2024 02:00
35664,26-01-2024 11:00,01-25-2024 23:00,26-01-2024 09:15,Pune,211,TRAFFIC VIOLATION,42,F,Poison,Traffic Fatality,6,Yes,04-02-2024 11:00
35665,27-01-2024 01:00,01-26-2024 00:00,26-01-2024 16:30,Bangalore,248,FIREARM OFFENSE,44,F,Poison,Fire Accident,3,No,
35666,27-01-2024 18:00,01-26-2024 01:00,26-01-2024 12:50,Delhi,470,KIDNAPPING,67,M,Firearm,Other Crime,17,Yes,05-04-2024 18:00
35667,26-01-2024 12:00,01-26-2024 02:00,26-01-2024 21:34,Mumbai,367,DOMESTIC VIOLENCE,74,F,Blunt Object,Violent Crime,15,No,
35668,27-01-2024 03:00,01-26-2024 03:00,26-01-2024 09:32,Mumbai,565,KIDNAPPING,55,F,None,Other Crime,7,No,
35669,28-01-2024 09:00,01-26-2024 04:00,26-01-2024 14:30,Ahmedabad,492,ILLEGAL POSSESSION,13,F,Firearm,Other Crime,14,Yes,22-04-2024 09:00
35670,28-01-2024 12:00,01-26-2024 05:00,27-01-2024 00:52,Faridabad,242,PUBLIC INTOXICATION,52,M,Explosives,Other Crime,19,No,
35671,28-01-2024 17:00,01-26-2024 06:00,26-01-2024 12:52,Chennai,158,ILLEGAL POSSESSION,39,M,Poison,Other Crime,11,Yes,24-02-2024 17:00
35672,29-01-2024 03:00,01-26-2024 07:00,26-01-2024 11:50,Delhi,367,ILLEGAL POSSESSION,64,F,Firearm,Other Crime,19,Yes,12-02-2024 03:00
35673,26-01-2024 14:00,01-26-2024 08:00,26-01-2024 13:23,Mumbai,266,TRAFFIC VIOLATION,39,F,Other,Traffic Fatality,2,Yes,22-02-2024 14:00
35674,29-01-2024 04:00,01-26-2024 09:00,26-01-2024 11:25,Ahmedabad,289,VANDALISM,16,F,Firearm,Other Crime,14,No,
35675,27-01-2024 13:00,01-26-2024 10:00,27-01-2024 02:52,Mumbai,151,FRAUD,66,F,Blunt Object,Other Crime,3,No,
35676,27-01-2024 02:00,01-26-2024 11:00,26-01-2024 21:43,Delhi,390,VANDALISM,21,M,Blunt Object,Other Crime,3,No,
35677,28-01-2024 04:00,01-26-2024 12:00,26-01-2024 19:41,Mumbai,262,ILLEGAL POSSESSION,10,F,Knife,Other Crime,13,No,
35678,27-01-2024 14:00,01-26-2024 13:00,27-01-2024 04:45,Mumbai,464,ARSON,43,F,Poison,Fire Accident,14,Yes,23-02-2024 14:00
35679,27-01-2024 02:00,01-26-2024 14:00,26-01-2024 20:58,Bangalore,561,IDENTITY THEFT,53,F,Firearm,Violent Crime,4,No,
35680,28-01-2024 05:00,01-26-2024 15:00,27-01-2024 09:53,Bangalore,108,VANDALISM,14,F,Poison,Other Crime,13,Yes,23-02-2024 05:00
35681,28-01-2024 08:00,01-26-2024 16:00,26-01-2024 19:09,Chennai,103,KIDNAPPING,47,F,None,Other Crime,15,Yes,24-04-2024 08:00
35682,27-01-2024 06:00,01-26-2024 17:00,27-01-2024 00:31,Delhi,190,BURGLARY,58,M,None,Other Crime,19,No,
35683,27-01-2024 08:00,01-26-2024 18:00,27-01-2024 02:49,Lucknow,255,SEXUAL ASSAULT,69,F,None,Violent Crime,4,No,
35684,29-01-2024 12:00,01-26-2024 19:00,27-01-2024 11:26,Bangalore,481,PUBLIC INTOXICATION,36,F,Poison,Other Crime,6,No,
35685,28-01-2024 02:00,01-26-2024 20:00,27-01-2024 11:23,Kolkata,365,DOMESTIC VIOLENCE,18,F,Other,Violent Crime,19,Yes,31-03-2024 02:00
35686,27-01-2024 15:00,01-26-2024 21:00,27-01-2024 10:58,Bangalore,115,FRAUD,74,M,None,Other Crime,1,Yes,08-02-2024 15:00
35687,28-01-2024 12:00,01-26-2024 22:00,27-01-2024 03:31,Ahmedabad,118,SEXUAL ASSAULT,16,M,None,Violent Crime,9,No,
35688,28-01-2024 04:00,01-26-2024 23:00,27-01-2024 10:22,Patna,341,DOMESTIC VIOLENCE,76,M,Blunt Object,Violent Crime,10,No,
35689,28-01-2024 13:00,01-27-2024 00:00,27-01-2024 09:00,Kanpur,458,DRUG OFFENSE,15,F,Explosives,Other Crime,10,Yes,17-04-2024 13:00
35690,28-01-2024 22:00,01-27-2024 01:00,27-01-2024 06:53,Mumbai,139,EXTORTION,20,F,Firearm,Other Crime,17,Yes,11-03-2024 22:00
35691,29-01-2024 15:00,01-27-2024 02:00,27-01-2024 04:50,Hyderabad,156,ILLEGAL POSSESSION,44,M,Poison,Other Crime,2,Yes,16-03-2024 15:00
35692,28-01-2024 05:00,01-27-2024 03:00,27-01-2024 04:48,Hyderabad,560,HOMICIDE,15,M,Knife,Other Crime,16,Yes,17-05-2025 05:00
35693,27-01-2024 18:00,01-27-2024 04:00,28-01-2024 02:52,Bhopal,392,KIDNAPPING,35,F,Poison,Other Crime,7,Yes,18-02-2024 18:00
35694,28-01-2024 12:00,01-27-2024 05:00,28-01-2024 04:44,Bangalore,342,TRAFFIC VIOLATION,41,F,Other,Traffic Fatality,15,No,
35695,29-01-2024 03:00,01-27-2024 06:00,27-01-2024 18:29,Nashik,533,KIDNAPPING,44,M,Poison,Other Crime,19,No,
35696,28-01-2024 05:00,01-27-2024 07:00,27-01-2024 14:53,Jaipur,489,CYBERCRIME,67,F,Firearm,Other Crime,9,Yes,22-04-2024 05:00
35697,28-01-2024 21:00,01-27-2024 08:00,28-01-2024 03:45,Bangalore,288,PUBLIC INTOXICATION,39,M,Blunt Object,Other Crime,1,No,
35698,28-01-2024 03:00,01-27-2024 09:00,27-01-2024 22:13,Patna,441,DOMESTIC VIOLENCE,23,M,Explosives,Violent Crime,13,Yes,20-02-2024 03:00
35699,28-01-2024 12:00,01-27-2024 10:00,27-01-2024 11:32,Delhi,273,BURGLARY,34,F,Poison,Other Crime,18,Yes,06-03-2024 12:00
35700,29-01-2024 10:00,01-27-2024 11:00,28-01-2024 07:09,Chennai,378,ARSON,40,F,None,Fire Accident,7,No,
35701,30-01-2024 00:00,01-27-2024 12:00,27-01-2024 23:01,Pune,276,DRUG OFFENSE,36,M,Poison,Other Crime,9,Yes,26-03-2024 00:00
35702,28-01-2024 23:00,01-27-2024 13:00,27-01-2024 15:35,Delhi,299,HOMICIDE,50,M,Blunt Object,Other Crime,14,No,
35703,29-01-2024 07:00,01-27-2024 14:00,27-01-2024 18:58,Bangalore,493,FIREARM OFFENSE,31,F,None,Fire Accident,13,Yes,12-03-2024 07:00
35704,30-01-2024 11:00,01-27-2024 15:00,28-01-2024 06:18,Ahmedabad,495,KIDNAPPING,64,F,Knife,Other Crime,7,No,
35705,29-01-2024 09:00,01-27-2024 16:00,28-01-2024 04:57,Agra,284,PUBLIC INTOXICATION,16,F,Poison,Other Crime,8,No,
35706,29-01-2024 03:00,01-27-2024 17:00,28-01-2024 05:10,Visakhapatnam,126,HOMICIDE,62,F,Knife,Other Crime,19,No,
35707,30-01-2024 14:00,01-27-2024 18:00,28-01-2024 03:46,Delhi,361,FIREARM OFFENSE,44,F,Poison,Fire Accident,2,No,
35708,27-01-2024 20:00,01-27-2024 19:00,28-01-2024 03:54,Lucknow,180,SHOPLIFTING,27,M,Knife,Other Crime,1,No,
35709,30-01-2024 00:00,01-27-2024 20:00,28-01-2024 15:49,Lucknow,273,SEXUAL ASSAULT,38,M,Blunt Object,Violent Crime,1,Yes,17-11-2024 00:00
35710,29-01-2024 04:00,01-27-2024 21:00,27-01-2024 22:26,Kolkata,195,ARSON,36,F,Blunt Object,Fire Accident,13,No,
35711,29-01-2024 15:00,01-27-2024 22:00,28-01-2024 13:02,Kalyan,137,TRAFFIC VIOLATION,19,F,Explosives,Traffic Fatality,4,Yes,26-02-2024 15:00
35712,28-01-2024 23:00,01-27-2024 23:00,28-01-2024 21:37,Nagpur,303,TRAFFIC VIOLATION,31,F,Poison,Traffic Fatality,3,Yes,24-02-2024 23:00
35713,30-01-2024 11:00,01-28-2024 00:00,28-01-2024 13:05,Visakhapatnam,364,SHOPLIFTING,42,F,Firearm,Other Crime,7,Yes,23-03-2024 11:00
35714,28-01-2024 20:00,01-28-2024 01:00,28-01-2024 09:42,Bangalore,392,TRAFFIC VIOLATION,68,M,None,Traffic Fatality,11,No,
35715,29-01-2024 23:00,01-28-2024 02:00,28-01-2024 16:22,Mumbai,294,ARSON,11,M,Poison,Fire Accident,7,No,
35716,29-01-2024 10:00,01-28-2024 03:00,28-01-2024 08:27,Indore,588,PUBLIC INTOXICATION,67,M,Explosives,Other Crime,8,No,
35717,29-01-2024 08:00,01-28-2024 04:00,28-01-2024 05:47,Mumbai,177,BURGLARY,22,F,Explosives,Other Crime,3,Yes,28-02-2024 08:00
35718,28-01-2024 16:00,01-28-2024 05:00,28-01-2024 23:07,Meerut,527,IDENTITY THEFT,61,F,Other,Violent Crime,6,No,
35719,30-01-2024 11:00,01-28-2024 06:00,28-01-2024 17:45,Lucknow,387,ILLEGAL POSSESSION,59,F,Poison,Other Crime,15,Yes,18-04-2024 11:00
35720,29-01-2024 14:00,01-28-2024 07:00,28-01-2024 13:42,Bangalore,586,PUBLIC INTOXICATION,74,F,Poison,Other Crime,7,No,
35721,29-01-2024 06:00,01-28-2024 08:00,29-01-2024 07:48,Jaipur,545,ROBBERY,10,F,Blunt Object,Violent Crime,9,Yes,28-02-2024 06:00
35722,30-01-2024 04:00,01-28-2024 09:00,28-01-2024 10:41,Pune,293,TRAFFIC VIOLATION,10,F,Other,Traffic Fatality,19,No,
35723,30-01-2024 15:00,01-28-2024 10:00,29-01-2024 01:01,Mumbai,515,FIREARM OFFENSE,56,F,Explosives,Fire Accident,10,No,
35724,30-01-2024 10:00,01-28-2024 11:00,29-01-2024 02:26,Hyderabad,512,HOMICIDE,14,F,Blunt Object,Other Crime,19,No,
35725,30-01-2024 22:00,01-28-2024 12:00,28-01-2024 21:02,Hyderabad,118,PUBLIC INTOXICATION,37,M,Other,Other Crime,16,Yes,01-02-2024 22:00
35726,29-01-2024 05:00,01-28-2024 13:00,28-01-2024 13:53,Lucknow,380,CYBERCRIME,69,F,Poison,Other Crime,2,No,
35727,30-01-2024 18:00,01-28-2024 14:00,29-01-2024 09:00,Delhi,200,ROBBERY,68,M,Firearm,Violent Crime,18,No,
35728,31-01-2024 01:00,01-28-2024 15:00,29-01-2024 13:43,Delhi,413,DRUG OFFENSE,60,F,Firearm,Other Crime,7,No,
35729,30-01-2024 20:00,01-28-2024 16:00,29-01-2024 04:14,Varanasi,390,DRUG OFFENSE,14,F,Poison,Other Crime,13,No,
35730,29-01-2024 03:00,01-28-2024 17:00,29-01-2024 07:44,Ahmedabad,571,CYBERCRIME,73,F,Explosives,Other Crime,15,Yes,14-03-2024 03:00
35731,29-01-2024 02:00,01-28-2024 18:00,29-01-2024 09:28,Mumbai,513,EXTORTION,39,F,Poison,Other Crime,1,No,
35732,29-01-2024 12:00,01-28-2024 19:00,29-01-2024 10:00,Chennai,516,ILLEGAL POSSESSION,40,M,Poison,Other Crime,5,No,
35733,31-01-2024 12:00,01-28-2024 20:00,28-01-2024 23:53,Delhi,183,KIDNAPPING,71,M,None,Other Crime,12,Yes,17-04-2024 12:00
35734,30-01-2024 03:00,01-28-2024 21:00,29-01-2024 09:37,Mumbai,241,CYBERCRIME,37,M,Knife,Other Crime,7,No,
35735,29-01-2024 01:00,01-28-2024 22:00,29-01-2024 06:52,Pune,358,DOMESTIC VIOLENCE,58,M,Other,Violent Crime,11,Yes,28-03-2024 01:00
35736,31-01-2024 16:00,01-28-2024 23:00,29-01-2024 03:00,Hyderabad,596,DRUG OFFENSE,31,F,Explosives,Other Crime,12,No,
35737,31-01-2024 15:00,01-29-2024 00:00,29-01-2024 07:19,Hyderabad,420,VEHICLE - STOLEN,64,M,Blunt Object,Violent Crime,8,No,
35738,30-01-2024 09:00,01-29-2024 01:00,29-01-2024 19:08,Mumbai,378,FIREARM OFFENSE,17,F,Blunt Object,Fire Accident,19,Yes,09-02-2024 09:00
35739,29-01-2024 05:00,01-29-2024 02:00,29-01-2024 03:59,Srinagar,481,FRAUD,60,M,None,Other Crime,18,No,
35740,30-01-2024 18:00,01-29-2024 03:00,29-01-2024 09:34,Nashik,485,ARSON,77,F,Explosives,Fire Accident,4,Yes,21-03-2024 18:00
35741,30-01-2024 06:00,01-29-2024 04:00,29-01-2024 22:20,Hyderabad,303,FIREARM OFFENSE,40,F,Other,Fire Accident,17,Yes,15-02-2024 06:00
35742,31-01-2024 08:00,01-29-2024 05:00,29-01-2024 21:32,Chennai,346,VEHICLE - STOLEN,43,F,Firearm,Violent Crime,11,Yes,06-03-2024 08:00
35743,31-01-2024 20:00,01-29-2024 06:00,29-01-2024 21:36,Mumbai,500,SEXUAL ASSAULT,78,F,None,Violent Crime,7,Yes,05-09-2025 20:00
35744,29-01-2024 17:00,01-29-2024 07:00,30-01-2024 03:25,Hyderabad,398,DRUG OFFENSE,34,F,Other,Other Crime,19,Yes,29-03-2024 17:00
35745,01-02-2024 01:00,01-29-2024 08:00,29-01-2024 09:28,Hyderabad,220,FIREARM OFFENSE,25,F,Poison,Fire Accident,5,Yes,22-03-2024 01:00
35746,30-01-2024 14:00,01-29-2024 09:00,29-01-2024 12:29,Kanpur,332,TRAFFIC VIOLATION,65,F,Firearm,Traffic Fatality,11,No,
35747,01-02-2024 05:00,01-29-2024 10:00,29-01-2024 12:41,Mumbai,472,VANDALISM,15,F,None,Other Crime,14,Yes,21-03-2024 05:00
35748,30-01-2024 00:00,01-29-2024 11:00,30-01-2024 08:47,Surat,378,DRUG OFFENSE,70,F,None,Other Crime,18,No,
35749,29-01-2024 19:00,01-29-2024 12:00,29-01-2024 23:14,Kanpur,275,SHOPLIFTING,51,M,None,Other Crime,16,No,
35750,30-01-2024 10:00,01-29-2024 13:00,30-01-2024 01:27,Delhi,184,CYBERCRIME,27,F,Knife,Other Crime,9,Yes,23-02-2024 10:00
35751,31-01-2024 13:00,01-29-2024 14:00,29-01-2024 22:33,Visakhapatnam,311,ROBBERY,40,F,Blunt Object,Violent Crime,12,No,
35752,30-01-2024 08:00,01-29-2024 15:00,30-01-2024 03:09,Ahmedabad,520,DOMESTIC VIOLENCE,13,F,Knife,Violent Crime,14,No,
35753,31-01-2024 11:00,01-29-2024 16:00,30-01-2024 00:00,Hyderabad,361,ILLEGAL POSSESSION,12,F,Other,Other Crime,15,Yes,08-04-2024 11:00
35754,31-01-2024 16:00,01-29-2024 17:00,30-01-2024 14:56,Hyderabad,480,ARSON,53,F,Other,Fire Accident,15,Yes,24-03-2024 16:00
35755,01-02-2024 15:00,01-29-2024 18:00,30-01-2024 07:57,Hyderabad,588,DRUG OFFENSE,78,M,Firearm,Other Crime,18,Yes,02-04-2024 15:00
35756,01-02-2024 01:00,01-29-2024 19:00,30-01-2024 17:54,Surat,492,KIDNAPPING,31,M,Blunt Object,Other Crime,5,Yes,02-03-2024 01:00
35757,30-01-2024 03:00,01-29-2024 20:00,30-01-2024 11:25,Delhi,320,BURGLARY,15,M,Other,Other Crime,11,Yes,06-07-2024 03:00
35758,31-01-2024 22:00,01-29-2024 21:00,30-01-2024 17:55,Nashik,522,PUBLIC INTOXICATION,28,F,None,Other Crime,18,Yes,18-02-2024 22:00
35759,01-02-2024 08:00,01-29-2024 22:00,30-01-2024 15:25,Jaipur,213,KIDNAPPING,79,F,Firearm,Other Crime,1,Yes,17-02-2024 08:00
35760,30-01-2024 23:00,01-29-2024 23:00,30-01-2024 15:19,Kanpur,538,HOMICIDE,31,F,Blunt Object,Other Crime,11,Yes,12-05-2025 23:00
35761,30-01-2024 20:00,01-30-2024 00:00,30-01-2024 23:34,Hyderabad,588,SHOPLIFTING,41,F,None,Other Crime,10,Yes,17-03-2024 20:00
35762,01-02-2024 00:00,01-30-2024 01:00,30-01-2024 17:54,Jaipur,103,ARSON,42,F,Explosives,Fire Accident,13,Yes,18-03-2024 00:00
35763,02-02-2024 01:00,01-30-2024 02:00,31-01-2024 00:24,Patna,492,ILLEGAL POSSESSION,10,M,Knife,Other Crime,7,Yes,17-03-2024 01:00
35764,01-02-2024 16:00,01-30-2024 03:00,30-01-2024 04:13,Delhi,100,VEHICLE - STOLEN,78,F,Knife,Violent Crime,8,Yes,12-03-2024 16:00
35765,31-01-2024 23:00,01-30-2024 04:00,30-01-2024 12:42,Bhopal,148,HOMICIDE,23,F,Other,Other Crime,17,No,
35766,31-01-2024 20:00,01-30-2024 05:00,30-01-2024 22:27,Ahmedabad,266,HOMICIDE,61,M,Explosives,Other Crime,15,Yes,14-06-2025 20:00
35767,01-02-2024 08:00,01-30-2024 06:00,31-01-2024 01:37,Chennai,429,HOMICIDE,45,M,Knife,Other Crime,10,No,
35768,02-02-2024 00:00,01-30-2024 07:00,30-01-2024 22:48,Kanpur,106,EXTORTION,40,F,None,Other Crime,16,No,
35769,02-02-2024 04:00,01-30-2024 08:00,30-01-2024 17:49,Surat,262,SEXUAL ASSAULT,61,F,Blunt Object,Violent Crime,3,No,
35770,31-01-2024 11:00,01-30-2024 09:00,31-01-2024 06:49,Lucknow,416,COUNTERFEITING,75,M,Blunt Object,Other Crime,17,No,
35771,01-02-2024 15:00,01-30-2024 10:00,31-01-2024 05:04,Mumbai,391,HOMICIDE,70,F,Knife,Other Crime,14,No,
