Time_of_incidient,Year,Month,Weekday,Hour,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Police Deployed,Case Closed,Date Case Closed,Crime Domain_Fire Accident,Crime Domain_Other Crime,Crime Domain_Traffic Fatality,Crime Domain_Violent Crime,North_India,South_India,East_India,West_India,Central_India,lat,lon,Region,Weapon Category,Crime Domain
2024-01-20 21:11:00,2024,1,6,21,Lucknow,279,VEHICLE - STOLEN,54,1,Blunt Object,8,1,27-01-2024 05:00,0.0,0.0,0.0,1.0,1,0,0,0,0,26.8467,80.9462,North,Blunt,Violent Crime
2024-01-20 15:54:00,2024,1,6,15,Delhi,374,SEXUAL ASSAULT,28,1,Blunt Object,12,1,22-02-2025 04:00,0.0,0.0,0.0,1.0,1,0,0,0,0,28.6139,77.209,North,Blunt,Violent Crime
2024-01-20 13:27:00,2024,1,6,13,Chennai,517,BURGLARY,55,0,Poison,10,1,25-05-2024 09:00,0.0,1.0,0.0,0.0,0,1,0,0,0,13.0827,80.2707,South,Other,Other Crime
2024-01-20 08:01:00,2024,1,6,8,Surat,397,ASSAULT,19,1,Poison,13,1,23-02-2024 19:00,0.0,0.0,0.0,1.0,0,0,0,1,0,21.1702,72.8311,West,Other,Violent Crime
2024-01-20 16:35:00,2024,1,6,16,Mumbai,121,HOMICIDE,58,0,Knife,19,1,30-08-2025 14:00,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Sharp,Other Crime
2024-01-20 10:00:00,2024,1,6,10,Bangalore,162,ARSON,28,0,Knife,11,0,Not Given,1.0,0.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Sharp,Fire Accident
2024-01-21 05:05:00,2024,1,7,5,Visakhapatnam,405,CYBERCRIME,74,0,Blunt Object,16,1,19-03-2024 14:00,0.0,1.0,0.0,0.0,0,1,0,0,0,17.6868,83.2185,South,Blunt,Other Crime
2024-01-20 20:50:00,2024,1,6,20,Srinagar,363,SEXUAL ASSAULT,28,1,Explosives,4,1,16-08-2025 21:00,0.0,0.0,0.0,1.0,1,0,0,0,0,34.0837,74.7973,North,Other,Violent Crime
2024-01-21 07:09:00,2024,1,7,7,Hyderabad,550,DRUG OFFENSE,16,1,Poison,19,1,28-02-2024 07:00,0.0,1.0,0.0,0.0,0,0,0,0,0,17.385,78.4867,Unknown,Other,Other Crime
2024-01-20 14:57:00,2024,1,6,14,Mumbai,216,EXTORTION,68,1,Not Given,9,1,20-03-2024 16:00,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Unknown,Other Crime
2024-01-21 10:26:00,2024,1,7,10,Bangalore,483,CYBERCRIME,27,0,Blunt Object,7,1,14-04-2024 10:00,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Blunt,Other Crime
2024-01-21 00:24:00,2024,1,7,0,Surat,450,ROBBERY,28,1,Firearm,1,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,1,0,21.1702,72.8311,West,Gun,Violent Crime
2024-01-20 19:25:00,2024,1,6,19,Nagpur,385,SHOPLIFTING,71,0,Not Given,12,1,17-04-2024 20:00,0.0,1.0,0.0,0.0,0,0,0,0,1,21.1458,79.0882,Central,Unknown,Other Crime
2024-01-21 10:21:00,2024,1,7,10,Varanasi,436,COUNTERFEITING,29,1,Knife,9,1,31-03-2024 11:00,0.0,1.0,0.0,0.0,1,0,0,0,0,25.3176,82.9739,North,Sharp,Other Crime
2024-01-21 03:51:00,2024,1,7,3,Kolkata,304,COUNTERFEITING,75,0,Not Given,14,0,Not Given,0.0,1.0,0.0,0.0,0,0,1,0,0,22.5726,88.3639,East,Unknown,Other Crime
2024-01-20 20:55:00,2024,1,6,20,Nagpur,467,DRUG OFFENSE,21,0,Firearm,16,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,0,1,21.1458,79.0882,Central,Gun,Other Crime
2024-01-21 11:14:00,2024,1,7,11,Chennai,142,HOMICIDE,79,1,Not Given,15,1,15-10-2025 19:00,0.0,1.0,0.0,0.0,0,1,0,0,0,13.0827,80.2707,South,Unknown,Other Crime
2024-01-21 15:57:00,2024,1,7,15,Mumbai,175,BURGLARY,11,0,Poison,4,1,02-03-2024 03:00,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Other,Other Crime
2024-01-20 20:46:00,2024,1,6,20,Mumbai,257,KIDNAPPING,53,0,Explosives,13,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Other,Other Crime
2024-01-20 23:51:00,2024,1,6,23,Nagpur,510,VEHICLE - STOLEN,45,1,Firearm,4,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,0,1,21.1458,79.0882,Central,Gun,Violent Crime
2024-01-21 16:56:00,2024,1,7,16,Pune,144,CYBERCRIME,29,0,Blunt Object,6,1,26-03-2024 20:00,0.0,1.0,0.0,0.0,0,0,0,1,0,18.5204,73.8567,West,Blunt,Other Crime
2024-01-21 03:52:00,2024,1,7,3,Kolkata,129,BURGLARY,79,0,Firearm,2,1,08-03-2024 21:00,0.0,1.0,0.0,0.0,0,0,1,0,0,22.5726,88.3639,East,Gun,Other Crime
2024-01-21 09:03:00,2024,1,7,9,Delhi,101,KIDNAPPING,42,1,Explosives,17,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Other,Other Crime
2024-01-21 16:38:00,2024,1,7,16,Delhi,560,VANDALISM,79,1,Other,12,1,18-02-2024 11:00,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Other,Other Crime
2024-01-21 07:50:00,2024,1,7,7,Mumbai,526,ASSAULT,37,1,Blunt Object,11,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,1,0,19.076,72.8777,West,Blunt,Violent Crime
2024-01-21 20:15:00,2024,1,7,20,Ahmedabad,282,DRUG OFFENSE,35,1,Not Given,9,1,30-01-2024 11:00,0.0,1.0,0.0,0.0,0,0,0,1,0,23.0225,72.5714,West,Unknown,Other Crime
2024-01-21 19:35:00,2024,1,7,19,Bangalore,369,SEXUAL ASSAULT,57,1,Firearm,18,1,19-09-2024 10:00,0.0,0.0,0.0,1.0,0,0,0,0,0,12.9716,77.5946,Unknown,Gun,Violent Crime
2024-01-21 06:53:00,2024,1,7,6,Nagpur,242,TRAFFIC VIOLATION,68,1,Knife,11,0,Not Given,0.0,0.0,1.0,0.0,0,0,0,0,1,21.1458,79.0882,Central,Sharp,Traffic Fatality
2024-01-21 08:55:00,2024,1,7,8,Delhi,109,FRAUD,22,1,Other,16,1,06-03-2024 00:00,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Other,Other Crime
2024-01-21 20:04:00,2024,1,7,20,Jaipur,429,DOMESTIC VIOLENCE,55,1,Firearm,3,0,Not Given,0.0,0.0,0.0,1.0,1,0,0,0,0,26.9124,75.7873,North,Gun,Violent Crime
2024-01-21 09:43:00,2024,1,7,9,Rajkot,599,ROBBERY,11,1,Other,5,1,11-05-2024 16:00,0.0,0.0,0.0,1.0,0,0,0,1,0,22.3039,70.8022,West,Other,Violent Crime
2024-01-21 18:21:00,2024,1,7,18,Bangalore,112,BURGLARY,71,1,Explosives,9,1,02-04-2024 08:00,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Other,Other Crime
2024-01-21 17:00:00,2024,1,7,17,Lucknow,599,VEHICLE - STOLEN,27,0,Other,15,0,Not Given,0.0,0.0,0.0,1.0,1,0,0,0,0,26.8467,80.9462,North,Other,Violent Crime
2024-01-22 10:21:00,2024,1,1,10,Lucknow,398,FIREARM OFFENSE,39,0,Knife,19,0,Not Given,1.0,0.0,0.0,0.0,1,0,0,0,0,26.8467,80.9462,North,Sharp,Fire Accident
2024-01-21 18:17:00,2024,1,7,18,Mumbai,310,FRAUD,51,1,Other,7,1,15-02-2024 15:00,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Other,Other Crime
2024-01-22 00:37:00,2024,1,1,0,Ahmedabad,593,CYBERCRIME,61,1,Blunt Object,5,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,23.0225,72.5714,West,Blunt,Other Crime
2024-01-22 07:25:00,2024,1,1,7,Lucknow,216,VANDALISM,67,1,Knife,16,1,05-02-2024 06:00,0.0,1.0,0.0,0.0,1,0,0,0,0,26.8467,80.9462,North,Sharp,Other Crime
2024-01-22 11:11:00,2024,1,1,11,Surat,542,ILLEGAL POSSESSION,19,1,Explosives,16,1,02-03-2024 07:00,0.0,1.0,0.0,0.0,0,0,0,1,0,21.1702,72.8311,West,Other,Other Crime
2024-01-21 20:50:00,2024,1,7,20,Chennai,531,DOMESTIC VIOLENCE,26,1,Poison,14,0,Not Given,0.0,0.0,0.0,1.0,0,1,0,0,0,13.0827,80.2707,South,Other,Violent Crime
2024-01-21 23:22:00,2024,1,7,23,Lucknow,371,SHOPLIFTING,37,0,Explosives,2,1,03-02-2024 21:00,0.0,1.0,0.0,0.0,1,0,0,0,0,26.8467,80.9462,North,Other,Other Crime
2024-01-21 23:04:00,2024,1,7,23,Chennai,379,DOMESTIC VIOLENCE,18,0,Knife,6,1,09-04-2024 10:00,0.0,0.0,0.0,1.0,0,1,0,0,0,13.0827,80.2707,South,Sharp,Violent Crime
2024-01-22 09:50:00,2024,1,1,9,Mumbai,223,PUBLIC INTOXICATION,39,1,Knife,12,1,27-01-2024 02:00,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Sharp,Other Crime
2024-01-22 09:55:00,2024,1,1,9,Surat,534,FRAUD,22,1,Firearm,9,1,07-02-2024 16:00,0.0,1.0,0.0,0.0,0,0,0,1,0,21.1702,72.8311,West,Gun,Other Crime
2024-01-22 05:02:00,2024,1,1,5,Bangalore,120,FRAUD,63,0,Blunt Object,4,1,22-03-2024 05:00,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Blunt,Other Crime
2024-01-22 08:53:00,2024,1,1,8,Mumbai,124,ASSAULT,43,1,Knife,6,1,19-03-2024 05:00,0.0,0.0,0.0,1.0,0,0,0,1,0,19.076,72.8777,West,Sharp,Violent Crime
2024-01-22 01:48:00,2024,1,1,1,Kolkata,277,COUNTERFEITING,44,1,Explosives,14,1,24-03-2024 16:00,0.0,1.0,0.0,0.0,0,0,1,0,0,22.5726,88.3639,East,Other,Other Crime
2024-01-22 00:20:00,2024,1,1,0,Delhi,330,ASSAULT,42,1,Knife,2,0,Not Given,0.0,0.0,0.0,1.0,1,0,0,0,0,28.6139,77.209,North,Sharp,Violent Crime
2024-01-22 19:01:00,2024,1,1,19,Hyderabad,304,CYBERCRIME,26,1,Other,14,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,0,0,17.385,78.4867,Unknown,Other,Other Crime
2024-01-22 14:07:00,2024,1,1,14,Indore,282,VANDALISM,75,0,Not Given,11,1,11-03-2024 22:00,0.0,1.0,0.0,0.0,0,0,0,0,1,22.7196,75.8577,Central,Unknown,Other Crime
2024-01-22 06:29:00,2024,1,1,6,Mumbai,542,CYBERCRIME,18,1,Poison,6,1,15-03-2024 01:00,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Other,Other Crime
2024-01-22 05:50:00,2024,1,1,5,Kolkata,213,ROBBERY,58,1,Poison,14,1,11-06-2024 06:00,0.0,0.0,0.0,1.0,0,0,1,0,0,22.5726,88.3639,East,Other,Violent Crime
2024-01-22 22:09:00,2024,1,1,22,Jaipur,537,EXTORTION,28,1,Blunt Object,2,1,13-04-2024 14:00,0.0,1.0,0.0,0.0,1,0,0,0,0,26.9124,75.7873,North,Blunt,Other Crime
2024-01-22 13:51:00,2024,1,1,13,Delhi,472,BURGLARY,75,0,Poison,1,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Other,Other Crime
2024-01-22 18:01:00,2024,1,1,18,Ahmedabad,325,BURGLARY,27,0,Firearm,2,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,23.0225,72.5714,West,Gun,Other Crime
2024-01-22 08:46:00,2024,1,1,8,Ghaziabad,439,IDENTITY THEFT,48,1,Poison,10,1,16-03-2024 16:00,0.0,0.0,0.0,1.0,1,0,0,0,0,28.6692,77.4538,North,Other,Violent Crime
2024-01-23 00:41:00,2024,1,2,0,Bangalore,592,COUNTERFEITING,17,0,Other,5,1,19-04-2024 03:00,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Other,Other Crime
2024-01-23 05:25:00,2024,1,2,5,Lucknow,326,DOMESTIC VIOLENCE,42,1,Firearm,11,1,30-01-2024 18:00,0.0,0.0,0.0,1.0,1,0,0,0,0,26.8467,80.9462,North,Gun,Violent Crime
2024-01-22 23:35:00,2024,1,1,23,Ludhiana,578,SEXUAL ASSAULT,41,0,Not Given,13,0,Not Given,0.0,0.0,0.0,1.0,1,0,0,0,0,30.9,75.8573,North,Unknown,Violent Crime
2024-01-23 10:30:00,2024,1,2,10,Ghaziabad,533,SEXUAL ASSAULT,68,1,Poison,3,0,Not Given,0.0,0.0,0.0,1.0,1,0,0,0,0,28.6692,77.4538,North,Other,Violent Crime
2024-01-23 01:03:00,2024,1,2,1,Bangalore,138,KIDNAPPING,64,1,Knife,2,1,17-03-2024 14:00,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Sharp,Other Crime
2024-01-22 23:13:00,2024,1,1,23,Delhi,224,IDENTITY THEFT,57,0,Not Given,12,1,21-02-2024 19:00,0.0,0.0,0.0,1.0,1,0,0,0,0,28.6139,77.209,North,Unknown,Violent Crime
2024-01-22 16:52:00,2024,1,1,16,Bangalore,468,FIREARM OFFENSE,20,1,Knife,11,1,14-04-2024 12:00,1.0,0.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Sharp,Fire Accident
2024-01-23 09:39:00,2024,1,2,9,Patna,316,TRAFFIC VIOLATION,35,0,Not Given,14,0,Not Given,0.0,0.0,1.0,0.0,0,0,1,0,0,25.5941,85.1376,East,Unknown,Traffic Fatality
2024-01-22 23:31:00,2024,1,1,23,Jaipur,337,COUNTERFEITING,73,1,Explosives,6,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,26.9124,75.7873,North,Other,Other Crime
2024-01-23 02:41:00,2024,1,2,2,Visakhapatnam,117,ROBBERY,33,1,Knife,6,1,16-06-2024 07:00,0.0,0.0,0.0,1.0,0,1,0,0,0,17.6868,83.2185,South,Sharp,Violent Crime
2024-01-23 08:06:00,2024,1,2,8,Hyderabad,518,ROBBERY,65,1,Knife,13,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,0,0,17.385,78.4867,Unknown,Sharp,Violent Crime
2024-01-22 22:05:00,2024,1,1,22,Bangalore,252,TRAFFIC VIOLATION,19,1,Explosives,8,0,Not Given,0.0,0.0,1.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Other,Traffic Fatality
2024-01-22 22:21:00,2024,1,1,22,Delhi,394,SEXUAL ASSAULT,79,0,Blunt Object,16,0,Not Given,0.0,0.0,0.0,1.0,1,0,0,0,0,28.6139,77.209,North,Blunt,Violent Crime
2024-01-23 02:41:00,2024,1,2,2,Mumbai,358,TRAFFIC VIOLATION,36,1,Explosives,4,0,Not Given,0.0,0.0,1.0,0.0,0,0,0,1,0,19.076,72.8777,West,Other,Traffic Fatality
2024-01-23 01:05:00,2024,1,2,1,Bangalore,520,BURGLARY,25,1,Other,3,1,24-04-2024 02:00,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Other,Other Crime
2024-01-23 20:17:00,2024,1,2,20,Kolkata,423,SHOPLIFTING,44,1,Explosives,1,1,02-02-2024 10:00,0.0,1.0,0.0,0.0,0,0,1,0,0,22.5726,88.3639,East,Other,Other Crime
2024-01-23 03:44:00,2024,1,2,3,Chennai,141,ARSON,18,1,Other,19,0,Not Given,1.0,0.0,0.0,0.0,0,1,0,0,0,13.0827,80.2707,South,Other,Fire Accident
2024-01-24 00:31:00,2024,1,3,0,Bangalore,352,ASSAULT,22,1,Poison,4,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,0,0,12.9716,77.5946,Unknown,Other,Violent Crime
2024-01-23 03:14:00,2024,1,2,3,Mumbai,449,TRAFFIC VIOLATION,78,1,Explosives,1,1,25-01-2024 09:00,0.0,0.0,1.0,0.0,0,0,0,1,0,19.076,72.8777,West,Other,Traffic Fatality
2024-01-23 23:22:00,2024,1,2,23,Vasai,126,SHOPLIFTING,66,1,Poison,19,1,30-03-2024 06:00,0.0,1.0,0.0,0.0,0,0,0,1,0,19.3919,72.8397,West,Other,Other Crime
2024-01-23 07:30:00,2024,1,2,7,Bangalore,518,SHOPLIFTING,47,1,Explosives,6,1,14-03-2024 13:00,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Other,Other Crime
2024-01-23 21:26:00,2024,1,2,21,Mumbai,287,DOMESTIC VIOLENCE,38,1,Not Given,1,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,1,0,19.076,72.8777,West,Unknown,Violent Crime
2024-01-23 09:41:00,2024,1,2,9,Chennai,599,BURGLARY,31,1,Explosives,19,1,25-05-2024 00:00,0.0,1.0,0.0,0.0,0,1,0,0,0,13.0827,80.2707,South,Other,Other Crime
2024-01-24 06:00:00,2024,1,3,6,Hyderabad,366,ARSON,58,1,Knife,5,0,Not Given,1.0,0.0,0.0,0.0,0,0,0,0,0,17.385,78.4867,Unknown,Sharp,Fire Accident
2024-01-23 23:09:00,2024,1,2,23,Bhopal,447,IDENTITY THEFT,39,1,Not Given,4,1,30-03-2024 22:00,0.0,0.0,0.0,1.0,0,0,0,0,1,23.2599,77.4126,Central,Unknown,Violent Crime
2024-01-23 18:15:00,2024,1,2,18,Kolkata,401,ASSAULT,47,1,Firearm,3,0,Not Given,0.0,0.0,0.0,1.0,0,0,1,0,0,22.5726,88.3639,East,Gun,Violent Crime
2024-01-24 02:32:00,2024,1,3,2,Pune,335,SHOPLIFTING,37,0,Firearm,18,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,18.5204,73.8567,West,Gun,Other Crime
2024-01-23 16:27:00,2024,1,2,16,Mumbai,489,ILLEGAL POSSESSION,18,0,Blunt Object,11,1,09-04-2024 01:00,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Blunt,Other Crime
2024-01-24 11:25:00,2024,1,3,11,Chennai,253,ARSON,36,1,Other,2,0,Not Given,1.0,0.0,0.0,0.0,0,1,0,0,0,13.0827,80.2707,South,Other,Fire Accident
2024-01-23 15:08:00,2024,1,2,15,Patna,109,EXTORTION,22,1,Not Given,4,1,02-04-2024 11:00,0.0,1.0,0.0,0.0,0,0,1,0,0,25.5941,85.1376,East,Unknown,Other Crime
2024-01-23 19:23:00,2024,1,2,19,Mumbai,174,ARSON,15,1,Poison,12,1,03-04-2024 23:00,1.0,0.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Other,Fire Accident
2024-01-24 07:00:00,2024,1,3,7,Mumbai,516,DRUG OFFENSE,66,0,Knife,6,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Sharp,Other Crime
2024-01-24 06:14:00,2024,1,3,6,Agra,543,BURGLARY,57,1,Not Given,9,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,27.1767,78.0081,North,Unknown,Other Crime
2024-01-23 21:46:00,2024,1,2,21,Nashik,298,FRAUD,42,0,Not Given,14,1,05-02-2024 12:00,0.0,1.0,0.0,0.0,0,0,0,1,0,19.9975,73.7898,West,Unknown,Other Crime
2024-01-24 12:41:00,2024,1,3,12,Ahmedabad,355,DOMESTIC VIOLENCE,48,1,Knife,9,1,08-02-2024 20:00,0.0,0.0,0.0,1.0,0,0,0,1,0,23.0225,72.5714,West,Sharp,Violent Crime
2024-01-23 20:28:00,2024,1,2,20,Pune,574,ASSAULT,62,1,Blunt Object,10,1,10-03-2024 02:00,0.0,0.0,0.0,1.0,0,0,0,1,0,18.5204,73.8567,West,Blunt,Violent Crime
2024-01-24 20:43:00,2024,1,3,20,Delhi,496,KIDNAPPING,76,1,Not Given,4,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Unknown,Other Crime
2024-01-24 05:14:00,2024,1,3,5,Pune,202,CYBERCRIME,50,1,Other,7,1,06-03-2024 08:00,0.0,1.0,0.0,0.0,0,0,0,1,0,18.5204,73.8567,West,Other,Other Crime
2024-01-24 16:48:00,2024,1,3,16,Mumbai,269,EXTORTION,44,1,Knife,14,1,02-04-2024 16:00,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Sharp,Other Crime
2024-01-24 02:41:00,2024,1,3,2,Ahmedabad,341,DOMESTIC VIOLENCE,34,0,Other,13,1,04-02-2024 12:00,0.0,0.0,0.0,1.0,0,0,0,1,0,23.0225,72.5714,West,Other,Violent Crime
2024-01-24 19:17:00,2024,1,3,19,Nashik,180,BURGLARY,64,0,Not Given,8,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,19.9975,73.7898,West,Unknown,Other Crime
2024-01-24 20:36:00,2024,1,3,20,Bangalore,567,KIDNAPPING,38,1,Explosives,6,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Other,Other Crime
2024-01-25 01:47:00,2024,1,4,1,Bangalore,478,TRAFFIC VIOLATION,45,1,Blunt Object,19,1,01-02-2024 03:00,0.0,0.0,1.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Blunt,Traffic Fatality
2024-01-24 07:25:00,2024,1,3,7,Surat,475,ILLEGAL POSSESSION,47,1,Explosives,11,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,21.1702,72.8311,West,Other,Other Crime
2024-01-25 01:45:00,2024,1,4,1,Ahmedabad,245,VEHICLE - STOLEN,11,1,Explosives,9,1,30-03-2024 17:00,0.0,0.0,0.0,1.0,0,0,0,1,0,23.0225,72.5714,West,Other,Violent Crime
2024-01-24 11:28:00,2024,1,3,11,Bangalore,353,SHOPLIFTING,28,1,Blunt Object,7,1,20-04-2024 13:00,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Blunt,Other Crime
2024-01-24 13:17:00,2024,1,3,13,Surat,514,DRUG OFFENSE,60,1,Firearm,1,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,21.1702,72.8311,West,Gun,Other Crime
2024-01-25 06:45:00,2024,1,4,6,Delhi,138,BURGLARY,29,1,Not Given,2,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Unknown,Other Crime
2024-01-24 10:46:00,2024,1,3,10,Ahmedabad,244,DRUG OFFENSE,41,1,Explosives,17,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,23.0225,72.5714,West,Other,Other Crime
2024-01-25 05:45:00,2024,1,4,5,Chennai,386,IDENTITY THEFT,56,0,Explosives,8,1,30-03-2024 12:00,0.0,0.0,0.0,1.0,0,1,0,0,0,13.0827,80.2707,South,Other,Violent Crime
2024-01-25 06:41:00,2024,1,4,6,Delhi,386,SEXUAL ASSAULT,25,1,Poison,9,1,15-03-2025 14:00,0.0,0.0,0.0,1.0,1,0,0,0,0,28.6139,77.209,North,Other,Violent Crime
2024-01-25 10:11:00,2024,1,4,10,Kolkata,226,TRAFFIC VIOLATION,70,1,Knife,9,0,Not Given,0.0,0.0,1.0,0.0,0,0,1,0,0,22.5726,88.3639,East,Sharp,Traffic Fatality
2024-01-24 18:34:00,2024,1,3,18,Hyderabad,113,ROBBERY,74,0,Firearm,3,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,0,0,17.385,78.4867,Unknown,Gun,Violent Crime
2024-01-25 01:24:00,2024,1,4,1,Visakhapatnam,249,SHOPLIFTING,41,1,Blunt Object,1,1,28-02-2024 19:00,0.0,1.0,0.0,0.0,0,1,0,0,0,17.6868,83.2185,South,Blunt,Other Crime
2024-01-24 15:45:00,2024,1,3,15,Rajkot,253,ILLEGAL POSSESSION,40,0,Knife,8,1,17-03-2024 22:00,0.0,1.0,0.0,0.0,0,0,0,1,0,22.3039,70.8022,West,Sharp,Other Crime
2024-01-24 18:10:00,2024,1,3,18,Ludhiana,109,DOMESTIC VIOLENCE,47,1,Firearm,11,0,Not Given,0.0,0.0,0.0,1.0,1,0,0,0,0,30.9,75.8573,North,Gun,Violent Crime
2024-01-24 19:46:00,2024,1,3,19,Mumbai,331,ARSON,15,1,Other,11,0,Not Given,1.0,0.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Other,Fire Accident
2024-01-24 21:34:00,2024,1,3,21,Pune,253,BURGLARY,75,0,Poison,18,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,18.5204,73.8567,West,Other,Other Crime
2024-01-24 19:03:00,2024,1,3,19,Kanpur,462,VEHICLE - STOLEN,79,1,Blunt Object,1,0,Not Given,0.0,0.0,0.0,1.0,1,0,0,0,0,26.4499,80.3319,North,Blunt,Violent Crime
2024-01-25 18:21:00,2024,1,4,18,Indore,505,IDENTITY THEFT,79,1,Explosives,6,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,0,1,22.7196,75.8577,Central,Other,Violent Crime
2024-01-25 16:26:00,2024,1,4,16,Nagpur,128,ASSAULT,63,1,Knife,12,1,19-03-2024 11:00,0.0,0.0,0.0,1.0,0,0,0,0,1,21.1458,79.0882,Central,Sharp,Violent Crime
2024-01-25 04:10:00,2024,1,4,4,Bangalore,575,DOMESTIC VIOLENCE,30,1,Poison,12,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,0,0,12.9716,77.5946,Unknown,Other,Violent Crime
2024-01-25 04:18:00,2024,1,4,4,Mumbai,182,VANDALISM,66,1,Explosives,13,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Other,Other Crime
2024-01-25 11:30:00,2024,1,4,11,Jaipur,388,SEXUAL ASSAULT,77,1,Firearm,14,1,23-01-2025 17:00,0.0,0.0,0.0,1.0,1,0,0,0,0,26.9124,75.7873,North,Gun,Violent Crime
2024-01-25 04:33:00,2024,1,4,4,Delhi,405,DOMESTIC VIOLENCE,12,1,Other,7,0,Not Given,0.0,0.0,0.0,1.0,1,0,0,0,0,28.6139,77.209,North,Other,Violent Crime
2024-01-25 13:01:00,2024,1,4,13,Patna,376,FIREARM OFFENSE,55,0,Not Given,4,0,Not Given,1.0,0.0,0.0,0.0,0,0,1,0,0,25.5941,85.1376,East,Unknown,Fire Accident
2024-01-25 22:31:00,2024,1,4,22,Delhi,330,HOMICIDE,59,0,Other,7,1,18-08-2024 09:00,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Other,Other Crime
2024-01-26 02:20:00,2024,1,5,2,Delhi,545,ILLEGAL POSSESSION,23,1,Firearm,1,1,04-03-2024 04:00,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Gun,Other Crime
2024-01-26 01:25:00,2024,1,5,1,Delhi,378,VEHICLE - STOLEN,13,1,Explosives,9,0,Not Given,0.0,0.0,0.0,1.0,1,0,0,0,0,28.6139,77.209,North,Other,Violent Crime
2024-01-25 12:00:00,2024,1,4,12,Jaipur,577,PUBLIC INTOXICATION,60,0,Firearm,13,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,26.9124,75.7873,North,Gun,Other Crime
2024-01-25 09:37:00,2024,1,4,9,Nagpur,294,FRAUD,60,0,Firearm,4,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,0,1,21.1458,79.0882,Central,Gun,Other Crime
